id,date,type,item,source_article,source_sentence,meaning,usage,writing_value,tags,review_note,appear_count,last_seen
20260607-059,2026-06-07,词组,bank shares,2026-05-27-2010-english-i-text-4.md,"Yet bank shares rose and the changes enhance what one lobbying group politely calls ""the use of judgment by management.""",银行股；银行股票,bank shares 指银行股票或银行股价相关对象，不是“分享”。,一般,阅读高频|金融主题|熟词僻义,share 在金融语境中常指股票/股份，不能按动词“分享”处理。,1,2026-06-07
20260607-060,2026-06-07,单词,rose,2026-05-27-2010-english-i-text-4.md,bank shares rose,上涨；上升,rose 是 rise 的过去式，此处表示股价上涨，不是名词 rose“玫瑰”。,一般,阅读高频|金融主题|熟词僻义,看到 shares rose 要整体按“股票上涨/股价上涨”理解。,1,2026-06-07
20260607-061,2026-06-07,单词,enhance,2026-05-27-2010-english-i-text-4.md,"the changes enhance what one lobbying group politely calls ""the use of judgment by management.""",增强；提高；扩大,enhance 的主语是 the changes，表示这些规则变化增强/扩大了某种空间或能力。,一般,阅读高频|议论文常用|金融主题,enhance 常接抽象名词或 what 从句，表示“增强某种作用/能力/空间”。,1,2026-06-07
20260607-062,2026-06-07,单词,politely,2026-05-27-2010-english-i-text-4.md,"what one lobbying group politely calls ""the use of judgment by management.""",礼貌地；委婉地,politely 是副词，修饰 calls；这里带有委婉称呼的意味，不是 political“政治的”。,一般,阅读高频|态度表达|易混词,politely 和 political 形近但词义不同：一个是礼貌/委婉，一个是政治。,1,2026-06-07
20260607-063,2026-06-07,词组,lobbying group,2026-05-27-2010-english-i-text-4.md,what one lobbying group politely calls,游说团体；利益游说组织,lobbying group 指为特定利益进行游说的团体，常出现在政策和监管语境。,一般,阅读高频|政治经济|金融政策,和 lobbying 连在一起看，表示利益相关方对规则制定施压。,1,2026-06-07
20260607-064,2026-06-07,句型,what sb calls...,2026-05-27-2010-english-i-text-4.md; 2026-07-11-2012-english-i-text-1.md,"what one lobbying group politely calls ""the use of judgment by management.""; what she calls the social cure",某人称作……的东西,what sb calls... 是名词性结构；what 自带先行词并在 calls 中作宾语，后面的名称作宾语补足语。,一般,阅读高频|长难句结构|名词性从句|已迁句式卡|Text1-S04,不要把 what 当普通定语从句标志；call A B 表示“把 A 称为 B”。→ 已归并句式卡 SP-006,2,2026-08-13
20260607-065,2026-06-07,单词,judgment,2026-05-27-2010-english-i-text-4.md,"the use of judgment by management",判断；判断力；裁量,jurisdiction 不同，judgment 在此指管理层进行估值判断的裁量空间。,一般,阅读高频|抽象名词|金融主题,the use of judgment = 判断/裁量的使用，不是“审判的使用”。,1,2026-06-07
20260607-066,2026-06-07,单词,management,2026-05-27-2010-english-i-text-4.md,"the use of judgment by management",管理层；管理方,management 在此指银行管理层/管理方，不是抽象的“管理”动作。,一般,阅读高频|金融主题|机构角色,by management = 由管理层进行，不是“被管理审判”。,1,2026-06-07
20260607-067,2026-06-07,词组,the use of judgment by management,2026-05-27-2010-english-i-text-4.md,"the use of judgment by management",管理层判断/裁量权的运用,这是游说团体对规则松动的委婉说法，实际含义是管理层有更大自由裁量空间。,一般,阅读高频|金融政策|态度表达,注意作者语气：politely calls 暗示这种说法偏委婉，背后是管理层裁量空间扩大。,1,2026-06-07
20260607-068,2026-06-07,单词,ministers,2026-05-27-2010-english-i-text-4.md,"European ministers instantly demanded that the International Accounting Standards Board (IASB) do likewise.",部长们；大臣（政府官员）,ministers 在此指“欧洲部长”，不是政府中的小职员。,一般,阅读高频|政治主题|机构角色,语境中常见于“欧盟/各国官员”这类机构语境。,1,2026-06-07
20260607-069,2026-06-07,单词,instantly,2026-05-27-2010-english-i-text-4.md,"European ministers instantly demanded...",立刻；立即,instantly 表示行为发生的时机很快，语气上较强调紧迫。,一般,阅读高频|时序副词|政治/新闻语境,比 just now 更强调“立即就”。,1,2026-06-07
20260607-070,2026-06-07,动词,demand,2026-05-27-2010-english-i-text-4.md,"European ministers instantly demanded that the International Accounting Standards Board (IASB) do likewise.",要求；要求（某方）去做某事,该句中的 demand 是正式动词“要求”；不是“需要”或“想要”，强调施压/要求。 ,一般,阅读高频|政治经济|动词,常后接 that 从句表达要求行为。,1,2026-06-07
20260607-071,2026-06-07,词组,do likewise,2026-05-27-2010-english-i-text-4.md,"European ministers instantly demanded that the International Accounting Standards Board (IASB) do likewise.","照样去做；采取同样做法",do likewise 表示按照前例或先例去做同样行动。,一般,阅读高频|政策语境|题干选项,本句是欧洲部长要求 IASB 跟随前文 FASB 的做法。,1,2026-06-07
20260607-072,2026-06-07,词组,overall planning,2026-05-27-2010-english-i-text-4.md,"The IASB says it does not want to act without overall planning",总体规划；整体规划,overall planning 指先有全局性安排和方案，不是只看局部行动。,一般,阅读高频|政策语境|抽象名词,without overall planning = 在没有总体规划的情况下。,1,2026-06-07
20260607-073,2026-06-07,单词,act,2026-05-27-2010-english-i-text-4.md,"it does not want to act without overall planning",行动；采取行动,act 在这里是动词“采取行动”，不是名词“行为”或“法案”。,一般,阅读高频|熟词僻义|政策语境,act without... = 在没有...的情况下行动。,1,2026-06-07
20260607-074,2026-06-07,单词,fold,2026-05-27-2010-english-i-text-4.md,the pressure to fold,屈服；让步,fold 在政治和谈判语境中可表示“让步/屈服”，不是物理意义的“折叠”。,一般,阅读高频|熟词僻义|政治经济,pressure to fold = 迫使其让步的压力。,1,2026-06-07
20260607-075,2026-06-07,词组,pressure to fold,2026-05-27-2010-english-i-text-4.md,the pressure to fold when it completes its reconstruction of rules later this year,让步压力；迫使其屈服的压力,to fold 是 pressure 的后置定语，说明压力的方向是“让 IASB 屈服/让步”。,一般,阅读高频|长难句结构|政治经济,不要理解为“压力被折叠”；结构是 pressure + to do。,1,2026-06-07
20260607-076,2026-06-07,词组,reconstruction of rules,2026-05-27-2010-english-i-text-4.md,it completes its reconstruction of rules later this year,规则重建；规则体系重构,reconstruction of rules 指对规则体系进行重建/重构。,一般,阅读高频|政策语境|抽象名词,complete its reconstruction of rules = 完成其规则重建。,1,2026-06-07
20260607-077,2026-06-07,单词,commissioner,2026-05-27-2010-english-i-text-4.md,"Charlie McCreevy, a European commissioner, warned the IASB...",委员；专员,European commissioner 指欧盟委员会委员/欧盟专员，是职务同位语。,一般,阅读高频|机构职务|同位语,逗号夹住的 a European commissioner 说明 Charlie McCreevy 的身份。,1,2026-06-07
20260607-078,2026-06-07,单词,vacuum,2026-05-27-2010-english-i-text-4.md,not live in a political vacuum,真空；脱离外界影响的状态,vacuum 本义是真空，引申为不受外界影响的隔绝状态。,一般,阅读高频|熟词拓展|政治语境,political vacuum 不是物理真空，而是“政治真空/脱离政治环境”。,1,2026-06-07
20260607-079,2026-06-07,词组,political vacuum,2026-05-27-2010-english-i-text-4.md,not live in a political vacuum,政治真空；脱离政治影响的环境,political vacuum 指不受政治压力和政治现实影响的隔绝环境。,一般,阅读高频|政治语境|抽象表达,not live in a political vacuum = 不是生活在政治真空中。,1,2026-06-07
20260607-080,2026-06-07,词组,develop different rules,2026-05-27-2010-english-i-text-4.md,Europe could yet develop different rules,制定不同规则；形成不同规则,develop rules 在政策语境中可译为制定/形成规则，不是“发展规则”的机械直译。,一般,阅读高频|政策语境|熟词僻义,develop + rules/policy/system 常表示制定、形成或逐步建立。,1,2026-06-07
20260607-081,2026-06-07,词组,on the wrong planet,2026-05-27-2010-english-i-text-4.md,The author thinks the banks were "on the wrong planet",不切实际；脱离现实,on the wrong planet 是比喻表达，表示某人对现实判断严重脱节，不是字面“在错误星球上”。,一般,阅读高频|比喻表达|态度题,引号里的表达通常要结合后文解释定位，不要只按字面翻译。,1,2026-06-07
20260607-082,2026-06-07,词组,vastly overvalued assets,2026-05-27-2010-english-i-text-4.md,with accounts that vastly overvalued assets,严重高估资产；大幅高估资产,vastly 表示程度很大，overvalued assets 表示资产被高估；整组是第 39 题定位关键。,一般,阅读高频|金融主题|题目定位,看到 vastly + overvalue，要把程度“严重/大幅”翻出来。,1,2026-06-07
20260607-083,2026-06-07,词组,overstate losses,2026-05-27-2010-english-i-text-4.md,market prices overstate losses,夸大损失；高估损失,overstate 表示把某事说得或显示得过高；overstate losses 指市场价格夸大了亏损程度。,一般,阅读高频|金融主题|熟词拓展,over- 前缀表示“过度”，overstate losses = 夸大损失。,1,2026-06-07
20260607-084,2026-06-07,词组,temporary illiquidity,2026-05-27-2010-english-i-text-4.md,the temporary illiquidity of markets,暂时的流动性不足；临时性流动性不足,temporary 修饰 illiquidity，强调市场流动性不足只是暂时现象。,一般,阅读高频|金融主题|抽象名词,illiquidity 是 illiquid 的名词形式，表示流动性不足。,1,2026-06-07
20260607-085,2026-06-07,词组,likely extent of bad debts,2026-05-27-2010-english-i-text-4.md,not the likely extent of bad debts,坏账可能达到的程度；坏账的可能规模,likely extent 表示可能程度/可能规模，bad debts 指坏账。,一般,阅读高频|金融主题|逻辑限定,extent 要译出“程度/范围/规模”，likely 表示可能性限定。,1,2026-06-07
